the_geom,Location or Partner,Borough,On Street,From Street,To Street,Type,Open Date,Start Time,End Time,Day Of Week,SegmentID,NHoodName,Length In Miles,Shape Length,Monday_Start,Monday_End,Tuesday_Start,Tuesday_End,Wednesday_Start,Wednesday_End,Thursday_Start,Thursday_End,Friday_Start,Friday_End,Saturday_Start,Saturday_End,Sunday_Start,Sunday_End
"MULTILINESTRING ((-73.90486806226973 40.82542536001808, -73.90484723008049 40.82547946533965))",Morrisiana,Bronx,TRINITY AVENUE,E 166 St,E 161 St,Full Block,06/25/2020 12:00:00 AM,"8:00PM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM","8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM",ALL,9002567,Morrisania,0.00388984570036,20.5383852836,8:00PM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM
"MULTILINESTRING ((-73.90645722205174 40.821715363895386, -73.90607647456447 40.822566500803))",Morrisiana,Bronx,TRINITY AVENUE,E 166 St,E 161 St,Full Block,06/25/2020 12:00:00 AM,"8:00PM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM","8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM",ALL,9002625,Melrose,0.0620296530549,327.51656813,8:00PM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM
"MULTILINESTRING ((-73.90607647456447 40.822566500803, -73.90603996884327 40.82264810466162))",Morrisiana,Bronx,TRINITY AVENUE,E 166 St,E 161 St,Full Block,06/25/2020 12:00:00 AM,"8:00PM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM","8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM",ALL,9002628,Morrisania,0.0059471876872,31.4011509882,8:00PM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM
"MULTILINESTRING ((-73.90603996884327 40.82264810466162, -73.90573181839761 40.82333693636098))",Morrisiana,Bronx,TRINITY AVENUE,E 166 St,E 161 St,Full Block,06/25/2020 12:00:00 AM,"8:00PM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM","8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM",ALL,9002629,Morrisania,0.0502011632878,265.062142155,8:00PM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM
"MULTILINESTRING ((-73.90573181839761 40.82333693636098, -73.90539745335353 40.8241414603185))",Morrisiana,Bronx,TRINITY AVENUE,E 166 St,E 161 St,Full Block,06/25/2020 12:00:00 AM,"8:00PM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM","8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM",ALL,9002630,Morrisania,0.0582156423725,307.378591737,8:00PM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM
"MULTILINESTRING ((-73.90539745335353 40.8241414603185, -73.9053667227482 40.8242154000565))",Morrisiana,Bronx,TRINITY AVENUE,E 166 St,E 161 St,Full Block,06/25/2020 12:00:00 AM,"8:00PM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM","8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM",ALL,9002631,Morrisania,0.00535031578077,28.2496673172,8:00PM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM
"MULTILINESTRING ((-73.90510941799882 40.824834492201056, -73.90508265737247 40.82489887995862))",Morrisiana,Bronx,TRINITY AVENUE,E 166 St,E 161 St,Full Block,06/25/2020 12:00:00 AM,"8:00PM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM","8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM",ALL,9002633,Morrisania,0.00465912566659,24.6001835338,8:00PM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM
"MULTILINESTRING ((-73.90508265737247 40.82489887995862, -73.90501753452057 40.82505556667758))",Morrisiana,Bronx,TRINITY AVENUE,E 166 St,E 161 St,Full Block,06/25/2020 12:00:00 AM,"8:00PM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM","8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM",ALL,9002634,Morrisania,0.0113379359928,59.8643020321,8:00PM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM
"MULTILINESTRING ((-73.90501753452057 40.82505556667758, -73.90498929751327 40.825123504751424))",Morrisiana,Bronx,TRINITY AVENUE,E 166 St,E 161 St,Full Block,06/25/2020 12:00:00 AM,"8:00PM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM","8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM",ALL,9002635,Morrisania,0.00491603953529,25.9566887419,8:00PM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM
"MULTILINESTRING ((-73.90498929751327 40.825123504751424, -73.90492117421188 40.825287411816724))",Morrisiana,Bronx,TRINITY AVENUE,E 166 St,E 161 St,Full Block,06/25/2020 12:00:00 AM,"8:00PM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM","8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM",ALL,9002636,Morrisania,0.0118603929357,62.6228747238,8:00PM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM
"MULTILINESTRING ((-74.00443204901936 40.67370109522937, -74.00507901800565 40.672363821569554))",Red Hook Recreation Center,Brooklyn,HENRY STREET,Lorraine St,Bay St,Full Block,06/25/2020 12:00:00 AM,"8:00PM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM","8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM",ALL,21848,Red Hook,0.098335069524,519.209167092,8:00PM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM
"MULTILINESTRING ((-73.9103652422766 40.80964523942897, -73.91004564450671 40.81051800544457))",St. Mary's Park,Bronx,Jackson Ave,E 143rd St,E 147th St,Full Block,05/14/2020 12:00:00 AM,"8:00PM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM","8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM",ALL,70514,Mott Haven,0.0625110125145,330.05814608,8:00PM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM
"MULTILINESTRING ((-73.9103652422766 40.80964523942897, -73.91004564450671 40.81051800544457))",St. Mary's Park,Bronx,Jackson Ave,E 143rd St,E 147th St,Full Block,05/14/2020 12:00:00 AM,"8:00PM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM","8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM",ALL,70514,Mott Haven,0.0625110125145,330.05814608,8:00PM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM
"MULTILINESTRING ((-73.92194972048301 40.810405598209634, -73.91843164682528 40.80892366216631))",Mott Haven,Bronx,E 140th Street,Brook Ave,Willis Ave,Full Block,05/14/2020 12:00:00 AM,"8:00PM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM","8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM",ALL,69926,Mott Haven,0.21089820295,1113.54251157,8:00PM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM
"MULTILINESTRING ((-73.92194972048301 40.810405598209634, -73.91843164682528 40.80892366216631))",Mott Haven,Bronx,E 140th Street,Brook Ave,Willis Ave,Full Block,05/14/2020 12:00:00 AM,"8:00PM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM","8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM",ALL,69926,Mott Haven,0.21089820295,1113.54251157,8:00PM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM
"MULTILINESTRING ((-73.92194972048301 40.810405598209634, -73.91843164682528 40.80892366216631))",Mott Haven,Bronx,E 140th Street,Brook Ave,Willis Ave,Full Block,05/14/2020 12:00:00 AM,"8:00PM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM","8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM",ALL,69926,Mott Haven,0.21089820295,1113.54251157,8:00PM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM
"MULTILINESTRING ((-73.92194972048301 40.810405598209634, -73.91843164682528 40.80892366216631))",Mott Haven,Bronx,E 140th Street,Brook Ave,Willis Ave,Full Block,05/14/2020 12:00:00 AM,"8:00PM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM","8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM",ALL,69926,Mott Haven,0.21089820295,1113.54251157,8:00PM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM
"MULTILINESTRING ((-73.91069267586906 40.808809092558796, -73.91046697144957 40.80938545236894))",St. Mary's Park,Bronx,Jackson Ave,E 143rd St,E 147th St,Full Block,05/14/2020 12:00:00 AM,"8:00PM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM","8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM",ALL,120959,Mott Haven,0.041493696242,219.086716168,8:00PM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM
"MULTILINESTRING ((-73.91004564450671 40.81051800544457, -73.90959636248324 40.81177675728444))",St. Mary's Park,Bronx,Jackson Ave,E 143rd St,E 147th St,Full Block,05/14/2020 12:00:00 AM,"8:00PM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM","8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM",ALL,70517,Mott Haven,0.089994853121,475.172824483,8:00PM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM
"MULTILINESTRING ((-73.91004564450671 40.81051800544457, -73.90959636248324 40.81177675728444))",St. Mary's Park,Bronx,Jackson Ave,E 143rd St,E 147th St,Full Block,05/14/2020 12:00:00 AM,"8:00PM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM","8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM",ALL,70517,Mott Haven,0.089994853121,475.172824483,8:00PM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM
"MULTILINESTRING ((-73.91046697144957 40.80938545236894, -73.9103652422766 40.80964523942897))",St. Mary's Park,Bronx,Jackson Ave,E 143rd St,E 147th St,Full Block,05/14/2020 12:00:00 AM,"8:00PM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM","8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM",ALL,120960,Mott Haven,0.0187026979283,98.7502450571,8:00PM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM
"MULTILINESTRING ((-73.89108551292199 40.66839009289494, -73.89016522007246 40.668524376363465))",East New York,Brooklyn,Blake Ave,Miller Ave,Hinsdale St,Full Block,06/25/2020 12:00:00 AM,"8:00PM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM","8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM",ALL,47670,East New York,0.0492321260032,259.945625253,8:00PM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM
"MULTILINESTRING ((-73.89200095618313 40.66825404140347, -73.89108551292199 40.66839009289494))",East New York,Brooklyn,Blake Ave,Miller Ave,Hinsdale St,Full Block,06/25/2020 12:00:00 AM,"8:00PM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM","8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM",ALL,47666,East New York,0.0490052244459,258.747585118,8:00PM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM
"MULTILINESTRING ((-73.89383992223345 40.667980374873125, -73.89291800481838 40.66811733580609))",East New York,Brooklyn,Blake Ave,Miller Ave,Hinsdale St,Full Block,06/25/2020 12:00:00 AM,"8:00PM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM","8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM",ALL,47539,East New York,0.0493512945882,260.574835397,8:00PM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM
"MULTILINESTRING ((-73.89580514995056 40.66768831552388, -73.89483126172935 40.66783350209816))",East New York,Brooklyn,Blake Ave,Miller Ave,Hinsdale St,Full Block,06/25/2020 12:00:00 AM,"8:00PM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM","8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM",ALL,47533,East New York,0.0521402495114,275.300517435,8:00PM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM
"MULTILINESTRING ((-73.89701818421977 40.667508510096, -73.8967036471699 40.66755444442009))",East New York,Brooklyn,Blake Ave,Miller Ave,Hinsdale St,Full Block,06/25/2020 12:00:00 AM,"8:00PM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM","8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM",ALL,9000490,East New York,0.0168272538288,88.8479002189,8:00PM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM
"MULTILINESTRING ((-73.89483126172935 40.66783350209816, -73.89383992223345 40.667980374873125))",East New York,Brooklyn,Blake Ave,Miller Ave,Hinsdale St,Full Block,06/25/2020 12:00:00 AM,"8:00PM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM","8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM",ALL,47535,East New York,0.0530623476505,280.169195595,8:00PM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM
"MULTILINESTRING ((-73.89634678715743 40.66760761589407, -73.89580514995056 40.66768831552388))",East New York,Brooklyn,Blake Ave,Miller Ave,Hinsdale St,Full Block,06/25/2020 12:00:00 AM,"8:00PM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM","8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM",ALL,9002662,East New York,0.0289977170178,153.107945869,8:00PM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM
"MULTILINESTRING ((-73.89947172760213 40.66714565784919, -73.89855148872458 40.66728255669411))",East New York,Brooklyn,Blake Ave,Miller Ave,Hinsdale St,Full Block,06/25/2020 12:00:00 AM,"8:00PM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM","8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM",ALL,47395,East New York,0.0492645104453,260.116615151,8:00PM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM
"MULTILINESTRING ((-73.8979287248741 40.66737488202093, -73.89763330517403 40.667418675979995))",East New York,Brooklyn,Blake Ave,Miller Ave,Hinsdale St,Full Block,06/25/2020 12:00:00 AM,"8:00PM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM","8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM",ALL,9000470,East New York,0.0158130645078,83.4929805691,8:00PM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM
"MULTILINESTRING ((-73.89291800481838 40.66811733580609, -73.89200095618313 40.66825404140347))",East New York,Brooklyn,Blake Ave,Miller Ave,Hinsdale St,Full Block,06/25/2020 12:00:00 AM,"8:00PM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM","8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM",ALL,47543,East New York,0.0490967600476,259.230893037,8:00PM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM
"MULTILINESTRING ((-73.89855148872458 40.66728255669411, -73.89840767110876 40.667303878033394))",East New York,Brooklyn,Blake Ave,Miller Ave,Hinsdale St,Full Block,06/25/2020 12:00:00 AM,"8:00PM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM","8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM",ALL,9000465,East New York,0.00769822026004,40.6466030169,8:00PM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM
"MULTILINESTRING ((-73.89840767110876 40.667303878033394, -73.89833553151455 40.667314572741425))",East New York,Brooklyn,Blake Ave,Miller Ave,Hinsdale St,Full Block,06/25/2020 12:00:00 AM,"8:00PM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM","8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM",ALL,9000466,East New York,0.00386146036892,20.3885107361,8:00PM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM
"MULTILINESTRING ((-73.89833553151455 40.667314572741425, -73.89814168017112 40.667343311478305))",East New York,Brooklyn,Blake Ave,Miller Ave,Hinsdale St,Full Block,06/25/2020 12:00:00 AM,"8:00PM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM","8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM",ALL,9000467,East New York,0.010376400132,54.7873926796,8:00PM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM
"MULTILINESTRING ((-73.89814168017112 40.667343311478305, -73.89805562756315 40.66735606874444))",East New York,Brooklyn,Blake Ave,Miller Ave,Hinsdale St,Full Block,06/25/2020 12:00:00 AM,"8:00PM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM","8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM",ALL,9000468,East New York,0.00460618746544,24.3206698204,8:00PM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM
"MULTILINESTRING ((-73.89805562756315 40.66735606874444, -73.8979287248741 40.66737488202093))",East New York,Brooklyn,Blake Ave,Miller Ave,Hinsdale St,Full Block,06/25/2020 12:00:00 AM,"8:00PM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM","8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM",ALL,9000469,East New York,0.00679279172811,35.8659403537,8:00PM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM
"MULTILINESTRING ((-73.89763330517403 40.667418675979995, -73.89742786831383 40.66744867925249))",East New York,Brooklyn,Blake Ave,Miller Ave,Hinsdale St,Full Block,06/25/2020 12:00:00 AM,"8:00PM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM","8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM",ALL,9000487,East New York,0.0109905973386,58.0303539944,8:00PM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM
"MULTILINESTRING ((-73.89742786831383 40.66744867925249, -73.89711651729603 40.66749414928644))",East New York,Brooklyn,Blake Ave,Miller Ave,Hinsdale St,Full Block,06/25/2020 12:00:00 AM,"8:00PM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM","8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM",ALL,9000488,East New York,0.016656833309,87.9480798542,8:00PM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM
"MULTILINESTRING ((-73.89742786831383 40.66744867925249, -73.89711651729603 40.66749414928644))",East New York,Brooklyn,Blake Ave,Miller Ave,Hinsdale St,Full Block,06/25/2020 12:00:00 AM,"8:00PM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM","8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM",ALL,9000488,East New York,0.016656833309,87.9480798542,8:00PM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM
"MULTILINESTRING ((-73.89711651729603 40.66749414928644, -73.89701818421977 40.667508510096))",East New York,Brooklyn,Blake Ave,Miller Ave,Hinsdale St,Full Block,06/25/2020 12:00:00 AM,"8:00PM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM","8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM",ALL,9000489,East New York,0.00526067825324,27.7763811653,8:00PM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM
"MULTILINESTRING ((-73.98437410804385 40.683542454751894, -73.98422146187751 40.683483044736896))",Boerum Hill,Brooklyn,Wycoff St,Nevins St,3rd Ave,Full Block,06/25/2020 12:00:00 AM,"8:00PM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM","8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM",ALL,9001463,Boerum Hill,0.00900540035957,47.5485139053,8:00PM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM
"MULTILINESTRING ((-73.98422146187751 40.683483044736896, -73.98415401027076 40.68345679297538))",Boerum Hill,Brooklyn,Wycoff St,Nevins St,3rd Ave,Full Block,06/25/2020 12:00:00 AM,"8:00PM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM","8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM",ALL,9001466,Boerum Hill,0.00397931269454,21.0107710139,8:00PM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM
"MULTILINESTRING ((-73.98415401027076 40.68345679297538, -73.98408792149081 40.6834310713781))",Boerum Hill,Brooklyn,Wycoff St,Nevins St,3rd Ave,Full Block,06/25/2020 12:00:00 AM,"8:00PM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM","8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM",ALL,9001469,Boerum Hill,0.00389892135457,20.5863047457,8:00PM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM
"MULTILINESTRING ((-73.98408792149081 40.6834310713781, -73.9840150715352 40.68340271793965))",Boerum Hill,Brooklyn,Wycoff St,Nevins St,3rd Ave,Full Block,06/25/2020 12:00:00 AM,"8:00PM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM","8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM",ALL,9001472,Boerum Hill,0.00429781249783,22.6924500151,8:00PM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM
"MULTILINESTRING ((-73.98408792149081 40.6834310713781, -73.9840150715352 40.68340271793965))",Boerum Hill,Brooklyn,Wycoff St,Nevins St,3rd Ave,Full Block,06/25/2020 12:00:00 AM,"8:00PM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM","8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM",ALL,9001472,Boerum Hill,0.00429781249783,22.6924500151,8:00PM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM
"MULTILINESTRING ((-73.9840150715352 40.68340271793965, -73.98396120238084 40.68338175191185))",Boerum Hill,Brooklyn,Wycoff St,Nevins St,3rd Ave,Full Block,06/25/2020 12:00:00 AM,"8:00PM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM","8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM",ALL,9001473,Boerum Hill,0.00317803274431,16.7800128502,8:00PM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM
